0;22502;23086;180;201

0;23159;23468;180;240

0;22584;22742;180;287

0;19627;21895;180;880

0;22026;22862;180;449

0;24042;24144;180;103

0;24459;25144;180;303

0;22554;22941;180;375

0;22737;23372;180;510

0;23445;23724;180;260

0;42231;42473;180;128

0;40923;41476;180;520

0;41056;41503;180;185

0;43503;43805;180;435

0;40885;41630;180;405

0;42030;42603;180;578

0;40309;41365;180;457

0;41895;44026;180;769

0;42169;42331;180;386

0;43912;44094;180;282

0;58815;59306;180;156

0;60952;61501;180;434

0;59125;59351;180;277

0;59997;60252;180;286

0;60746;60924;180;278

0;57858;58617;180;405

0;60776;61273;180;378

0;59696;60654;180;590

0;58264;58956;180;311

0;59650;59835;180;118

