0;22502;23147;181;140

0;23159;23159;183;1

0;22584;22584;181;1

0;19627;20081;183;198

0;22026;22209;183;113

0;24042;24042;184;1

0;24459;24538;181;99

0;22554;22554;181;1

0;22737;23074;181;186

0;23445;23445;181;1

0;42231;42231;181;1

0;40923;41155;181;99

0;41056;41145;182;84

0;43503;43743;182;222

0;40885;40926;181;184

0;42030;42030;181;1

0;40309;40309;182;1

0;41895;43568;181;518

0;42169;42169;181;1

0;43912;44067;181;191

0;58815;58999;181;174

0;60952;61185;181;137

0;59125;59125;181;1

0;59997;59997;181;1

0;60746;60746;182;1

0;57858;58192;181;290

0;60776;60776;181;1

0;59696;60537;181;250

0;58264;58653;181;245

0;59650;59650;181;1

