0;22502;23383;360;442

0;23159;23343;360;290

0;22584;22818;360;307

0;19627;21124;360;900

0;22026;22837;360;346

0;24042;24317;360;198

0;24459;24902;360;411

0;22554;22941;360;375

0;22737;23168;360;399

0;23445;23724;360;260

0;42231;42332;360;128

0;40923;41317;360;438

0;41056;41275;360;430

0;43503;44061;360;571

0;40885;41340;360;264

0;42030;42255;360;236

0;40309;41056;360;377

0;41895;43818;360;655

0;42169;42596;360;401

0;43912;43955;360;234

0;58815;59302;360;443

0;60952;61423;360;340

0;59125;59576;360;393

0;59997;60236;360;152

0;60746;60924;360;278

0;57858;58766;360;187

0;60776;61273;360;343

0;59696;60860;360;604

0;58264;58577;360;346

0;59650;59744;360;168

