0;22502;22502;181;1

0;23159;23228;184;81

0;22584;22584;181;1

0;19627;20023;181;374

0;22026;22026;184;1

0;24042;24042;182;1

0;24459;24467;181;99

0;22554;22554;184;1

0;22737;22978;183;163

0;23445;23445;181;1

0;42231;42231;181;1

0;40923;41420;181;194

0;41056;41056;181;1

0;43503;43503;181;1

0;40885;40885;181;1

0;42030;42030;182;1

0;40309;40309;181;1

0;41895;42851;181;291

0;42169;42275;181;178

0;43912;43912;182;1

0;58815;58815;181;1

0;60952;61198;181;137

0;59125;59125;181;1

0;59997;59997;181;1

0;60746;60746;181;1

0;57858;57858;181;1

0;60776;60776;181;1

0;59696;60358;181;250

0;58264;58712;181;172

0;59650;59650;181;1

