0;22502;22990;182;214

0;23159;23159;181;1

0;22584;22584;185;1

0;19627;21261;181;551

0;22026;22226;181;138

0;24042;24042;183;1

0;24459;24459;181;1

0;22554;22554;187;1

0;22737;22737;181;1

0;23445;23445;182;1

0;42231;42231;183;1

0;40923;42065;181;202

0;41056;41227;181;190

0;43503;43842;181;116

0;40885;41136;182;163

0;42030;42030;181;1

0;40309;40309;181;1

0;41895;44165;181;501

0;42169;42169;181;1

0;43912;43912;181;1

0;58815;58815;181;1

0;60952;60952;181;1

0;59125;59215;181;100

0;59997;59997;181;1

0;60746;60746;181;1

0;57858;57859;181;160

0;60776;60776;181;1

0;59696;59696;181;1

0;58264;58264;181;1

0;59650;59650;181;1

