0;22502;23041;180;605

0;23159;23496;180;289

0;22584;22787;180;296

0;19627;21504;180;893

0;22026;22936;180;532

0;24042;24317;180;198

0;24459;25172;180;398

0;22554;22941;180;375

0;22737;23539;180;316

0;23445;23815;180;140

0;42231;42332;180;128

0;40923;41676;180;391

0;41056;41494;180;546

0;43503;43951;180;574

0;40885;41392;180;353

0;42030;42255;180;236

0;40309;40893;180;589

0;41895;44311;180;656

0;42169;42297;180;270

0;43912;44210;180;331

0;58815;59601;180;445

0;60952;61426;180;468

0;59125;59500;180;434

0;59997;60311;180;263

0;60746;60826;180;200

0;57858;58578;180;565

0;60776;61147;180;465

0;59696;60695;180;470

0;58264;59013;180;351

0;59650;59835;180;118

