0;22502;23350;180;200

0;23159;23334;180;376

0;22584;22730;180;231

0;19627;22031;180;698

0;22026;22812;180;346

0;24042;24144;180;103

0;24459;24848;180;274

0;22554;22941;180;375

0;22737;23451;180;365

0;23445;23824;180;252

0;42231;42376;180;216

0;40923;41862;180;481

0;41056;41621;180;673

0;43503;43886;180;549

0;40885;41067;180;379

0;42030;42235;180;291

0;40309;40968;180;682

0;41895;43902;180;748

0;42169;42465;180;410

0;43912;44094;180;282

0;58815;59210;180;396

0;60952;61502;180;580

0;59125;59702;180;227

0;59997;60083;180;127

0;60746;60826;180;200

0;57858;58716;180;500

0;60776;60990;180;330

0;59696;60723;180;698

0;58264;59077;180;633

0;59650;59744;180;168

