0;22502;23299;180;418

0;23159;23741;180;297

0;22584;22937;180;349

0;19627;21181;180;1065

0;22026;22898;180;497

0;24042;24144;180;103

0;24459;24974;180;457

0;22554;22941;180;375

0;22737;23705;180;373

0;23445;23724;180;260

0;42231;42376;180;216

0;40923;42058;180;351

0;41056;41364;180;267

0;43503;44093;180;450

0;40885;41396;180;174

0;42030;42321;180;322

0;40309;40706;180;179

0;41895;44208;180;493

0;42169;42567;180;336

0;43912;44057;180;399

0;58815;59396;180;314

0;60952;61481;180;325

0;59125;59613;180;151

0;59997;60168;180;167

0;60746;60826;180;200

0;57858;58425;180;297

0;60776;61147;180;372

0;59696;60843;180;526

0;58264;58888;180;474

0;59650;59797;180;226

