0;22502;22527;181;99

0;23159;23159;183;1

0;22584;23114;181;344

0;19627;20976;181;676

0;22026;22026;181;1

0;24042;24042;181;1

0;24459;24459;182;1

0;22554;22554;184;1

0;22737;23041;181;163

0;23445;23445;181;1

0;42231;42231;182;1

0;40923;40923;182;1

0;41056;41056;181;1

0;43503;43856;181;158

0;40885;41396;181;174

0;42030;42093;181;81

0;40309;40309;181;1

0;41895;43824;181;479

0;42169;42514;181;170

0;43912;43912;181;1

0;58815;59102;181;115

0;60952;60952;181;1

0;59125;59408;182;222

0;59997;60119;181;54

0;60746;60746;181;1

0;57858;58207;181;148

0;60776;60776;181;1

0;59696;60164;181;114

0;58264;58446;181;146

0;59650;59650;181;1

